"GRP","pred_day","coin","SEQ","date","close_up","high_up","low_up"
"Set3","09-21 Day","PYTH",4,"09-24 Day","39%,(Sell,11)","38%,(Wait,12)","43%,(Sell,10)"
"Set3","09-21 Day","PYTH",5,"09-25 Day","26%,(Wait,7)","33%,(Wait,14)","34%,(Wait,11)"
"Set3","09-21 Day","PYTH",6,"09-26 Day","18%,(Wait,6)","19%,(Wait,7)","52%,(Sell,12)"
"Set3","09-21 Day","QKC",1,"09-21 Day","49%,(Wait,21)","29%,(Sell,15)","6%,(Sell,3)"
"Set3","09-21 Day","QKC",2,"09-22 Day","18%,(Sell,7)","45%,(Wait,19)","3%,(Sell,1)"
"Set3","09-21 Day","QKC",3,"09-23 Day","10%,(Sell,2)","22%,(Sell,5)","10%,(Sell,2)"
"Set3","09-21 Day","QKC",4,"09-24 Day","0%,(Sell,0)","24%,(Wait,8)","18%,(Sell,3)"
"Set3","09-21 Day","QKC",5,"09-25 Day","11%,(Wait,3)","25%,(Sell,5)","11%,(Sell,4)"
"Set3","09-21 Day","QKC",6,"09-26 Day","0%,(Wait,0)","29%,(Sell,7)","44%,(Sell,4)"
"Set3","09-21 Day","QTUM",1,"09-21 Day","40%,(Wait,21)","25%,(Sell,13)","23%,(Sell,12)"
"Set3","09-21 Day","QTUM",2,"09-22 Day","37%,(Wait,14)","37%,(Wait,14)","36%,(Wait,13)"
"Set3","09-21 Day","QTUM",3,"09-23 Day","26%,(Sell,5)","38%,(Wait,15)","15%,(Sell,6)"
"Set3","09-21 Day","QTUM",4,"09-24 Day","68%,(Sell,15)","27%,(Wait,8)","44%,(Sell,15)"
"Set3","09-21 Day","QTUM",5,"09-25 Day","54%,(Sell,19)","35%,(Wait,11)","52%,(Sell,15)"
"Set3","09-21 Day","QTUM",6,"09-26 Day","33%,(Sell,6)","36%,(Sell,8)","62%,(Sell,18)"
"Set3","09-21 Day","SAND",1,"09-21 Day","19%,(Sell,10)","24%,(Sell,11)","39%,(Sell,19)"
"Set3","09-21 Day","SAND",2,"09-22 Day","45%,(Wait,20)","8%,(Sell,3)","23%,(Sell,9)"
"Set3","09-21 Day","SAND",3,"09-23 Day","33%,(Wait,13)","4%,(Sell,2)","67%,(Sell,14)"
"Set3","09-21 Day","SAND",4,"09-24 Day","52%,(Sell,16)","8%,(Sell,3)","68%,(Sell,17)"
"Set3","09-21 Day","SAND",5,"09-25 Day","55%,(Wait,21)","25%,(Sell,10)","73%,(Wait,22)"
"Set3","09-21 Day","SAND",6,"09-26 Day","74%,(Wait,25)","5%,(Sell,2)","67%,(Sell,16)"
"Set3","09-21 Day","SBD",1,"02-12 Day","44%,(Wait,22)","15%,(Sell,8)","61%,(Buy,31)"
"Set3","09-21 Day","SBD",2,"02-13 Day","55%,(Wait,23)","12%,(Sell,5)","88%,(Wait,28)"
"Set3","09-21 Day","SBD",3,"02-14 Day","54%,(Sell,14)","18%,(Wait,6)","78%,(Buy,32)"
"Set3","09-21 Day","SBD",4,"02-15 Day","56%,(Sell,10)","39%,(Sell,9)","83%,(Wait,25)"
"Set3","09-21 Day","SBD",5,"02-16 Day","42%,(Sell,11)","11%,(Sell,2)","71%,(Wait,20)"
"Set3","09-21 Day","SBD",6,"02-17 Day","44%,(Sell,8)","44%,(Sell,12)","75%,(Wait,21)"
"Set3","09-21 Day","SC",1,"09-21 Day","22%,(Sell,11)","42%,(Wait,22)","31%,(Sell,16)"
"Set3","09-21 Day","SC",2,"09-22 Day","49%,(Wait,21)","22%,(Sell,10)","9%,(Sell,4)"
"Set3","09-21 Day","SC",3,"09-23 Day","54%,(Wait,20)","15%,(Wait,4)","15%,(Wait,5)"
"Set3","09-21 Day","SC",4,"09-24 Day","46%,(Sell,11)","29%,(Sell,6)","0%,(Sell,0)"
"Set3","09-21 Day","SC",5,"09-25 Day","27%,(Sell,4)","26%,(Wait,7)","18%,(Sell,2)"
"Set3","09-21 Day","SC",6,"09-26 Day","18%,(Sell,4)","57%,(Sell,13)","46%,(Sell,6)"
"Set3","09-21 Day","SEI",1,"09-21 Day","10%,(Sell,5)","65%,(Buy,34)","32%,(Sell,16)"
"Set3","09-21 Day","SEI",2,"09-22 Day","11%,(Sell,5)","12%,(Sell,6)","30%,(Wait,10)"
"Set3","09-21 Day","SEI",3,"09-23 Day","0%,(Wait,0)","6%,(Sell,3)","53%,(Wait,23)"
"Set3","09-21 Day","SEI",4,"09-24 Day","23%,(Wait,8)","11%,(Wait,3)","24%,(Wait,7)"
"Set3","09-21 Day","SEI",5,"09-25 Day","55%,(Sell,17)","5%,(Sell,1)","17%,(Sell,7)"
"Set3","09-21 Day","SEI",6,"09-26 Day","35%,(Sell,9)","16%,(Wait,5)","12%,(Wait,3)"
"Set3","09-21 Day","SHIB",1,"09-21 Day","21%,(Sell,11)","30%,(Sell,13)","10%,(Sell,5)"
"Set3","09-21 Day","SHIB",2,"09-22 Day","15%,(Sell,7)","6%,(Sell,3)","9%,(Sell,4)"
"Set3","09-21 Day","SHIB",3,"09-23 Day","23%,(Sell,9)","8%,(Sell,4)","12%,(Wait,4)"
"Set3","09-21 Day","SHIB",4,"09-24 Day","25%,(Wait,9)","10%,(Sell,4)","35%,(Sell,9)"
"Set3","09-21 Day","SHIB",5,"09-25 Day","24%,(Wait,7)","11%,(Sell,4)","22%,(Sell,5)"
"Set3","09-21 Day","SHIB",6,"09-26 Day","14%,(Sell,3)","6%,(Sell,2)","7%,(Wait,2)"
"Set3","09-21 Day","SNT",1,"09-21 Day","8%,(Sell,4)","35%,(Sell,18)","14%,(Sell,7)"
"Set3","09-21 Day","SNT",2,"09-22 Day","15%,(Sell,6)","34%,(Wait,12)","11%,(Sell,5)"
"Set3","09-21 Day","SNT",3,"09-23 Day","9%,(Sell,3)","66%,(Sell,19)","3%,(Sell,1)"
"Set3","09-21 Day","SNT",4,"09-24 Day","6%,(Sell,2)","68%,(Wait,27)","6%,(Wait,2)"
"Set3","09-21 Day","SNT",5,"09-25 Day","2%,(Sell,1)","46%,(Sell,11)","3%,(Sell,1)"
"Set3","09-21 Day","SNT",6,"09-26 Day","0%,(Sell,0)","28%,(Sell,7)","3%,(Sell,1)"
"Set3","09-21 Day","SOL",1,"09-21 Day","27%,(Sell,14)","12%,(Sell,6)","48%,(Wait,25)"
"Set3","09-21 Day","SOL",2,"09-22 Day","18%,(Sell,9)","22%,(Sell,11)","31%,(Sell,15)"
"Set3","09-21 Day","SOL",3,"09-23 Day","42%,(Sell,14)","45%,(Sell,14)","27%,(Sell,12)"
"Set3","09-21 Day","SOL",4,"09-24 Day","27%,(Sell,7)","38%,(Wait,12)","11%,(Sell,4)"
"Set3","09-21 Day","SOL",5,"09-25 Day","11%,(Wait,3)","15%,(Wait,4)","16%,(Sell,6)"
"Set3","09-21 Day","SOL",6,"09-26 Day","9%,(Sell,4)","14%,(Sell,5)","20%,(Sell,9)"
"Set3","09-21 Day","STEEM",1,"09-21 Day","25%,(Sell,13)","19%,(Sell,10)","21%,(Sell,11)"
"Set3","09-21 Day","STEEM",2,"09-22 Day","10%,(Sell,4)","46%,(Wait,19)","2%,(Sell,1)"
"Set3","09-21 Day","STEEM",3,"09-23 Day","17%,(Wait,6)","12%,(Sell,5)","8%,(Wait,2)"
"Set3","09-21 Day","STEEM",4,"09-24 Day","28%,(Sell,7)","39%,(Sell,12)","14%,(Sell,3)"
"Set3","09-21 Day","STEEM",5,"09-25 Day","29%,(Wait,8)","45%,(Wait,17)","37%,(Sell,11)"
"Set3","09-21 Day","STEEM",6,"09-26 Day","21%,(Sell,5)","12%,(Sell,2)","9%,(Wait,2)"
"Set3","09-21 Day","STG",1,"01-20 Day","38%,(Wait,20)","37%,(Sell,19)","18%,(Sell,9)"
"Set3","09-21 Day","STG",2,"01-21 Day","0%,(Wait,0)","24%,(Sell,10)","22%,(Sell,11)"
"Set3","09-21 Day","STG",3,"01-22 Day","4%,(Wait,1)","5%,(Sell,2)","7%,(Sell,3)"
"Set3","09-21 Day","STG",4,"01-23 Day","3%,(Sell,1)","4%,(Sell,2)","8%,(Sell,3)"
"Set3","09-21 Day","STG",5,"01-24 Day","0%,(Sell,0)","2%,(Sell,1)","6%,(Sell,2)"
"Set3","09-21 Day","STG",6,"01-25 Day","0%,(Sell,0)","0%,(Sell,0)","0%,(Wait,0)"
"Set3","09-21 Day","STMX",1,"06-18 Day","65%,(Buy,33)","65%,(Buy,31)","54%,(Wait,25)"
"Set3","09-21 Day","STMX",2,"06-19 Day","87%,(Wait,26)","70%,(Wait,23)","67%,(Wait,24)"
"Set3","09-21 Day","STMX",3,"06-20 Day","94%,(Buy,30)","79%,(Wait,27)","76%,(Buy,34)"
"Set3","09-21 Day","STMX",4,"06-21 Day","86%,(Buy,32)","90%,(Wait,28)","84%,(Buy,36)"
"Set3","09-21 Day","STMX",5,"06-22 Day","82%,(Sell,18)","81%,(Wait,26)","79%,(Buy,30)"
"Set3","09-21 Day","STMX",6,"06-23 Day","86%,(Wait,24)","67%,(Sell,18)","74%,(Wait,20)"
"Set3","09-21 Day","STORJ",1,"06-30 Day","38%,(Wait,20)","42%,(Wait,22)","48%,(Wait,23)"
"Set3","09-21 Day","STORJ",2,"07-01 Day","50%,(Sell,15)","69%,(Wait,22)","60%,(Wait,27)"
"Set3","09-21 Day","STORJ",3,"07-02 Day","74%,(Wait,20)","75%,(Sell,15)","84%,(Wait,27)"
"Set3","09-21 Day","STORJ",4,"07-03 Day","71%,(Wait,25)","75%,(Wait,21)","75%,(Sell,15)"
"Set3","09-21 Day","STORJ",5,"07-04 Day","62%,(Wait,23)","57%,(Sell,13)","89%,(Sell,17)"
"Set3","09-21 Day","STORJ",6,"07-05 Day","56%,(Sell,10)","64%,(Sell,16)","75%,(Wait,21)"
"Set3","09-21 Day","STPT",1,"05-13 Day","17%,(Sell,9)","40%,(Wait,21)","19%,(Sell,10)"
"Set3","09-21 Day","STPT",2,"05-14 Day","30%,(Wait,11)","45%,(Wait,18)","0%,(Wait,0)"
"Set3","09-21 Day","STPT",3,"05-15 Day","53%,(Sell,8)","67%,(Sell,14)","32%,(Wait,11)"
"Set3","09-21 Day","STPT",4,"05-16 Day","100%,(Sell,10)","81%,(Wait,25)","35%,(Wait,11)"
"Set3","09-21 Day","STPT",5,"05-17 Day","75%,(Sell,15)","50%,(Sell,13)","55%,(Sell,11)"
"Set3","09-21 Day","STPT",6,"05-18 Day","21%,(Wait,7)","55%,(Sell,18)","79%,(Sell,11)"
"Set3","09-21 Day","STRAX",1,"09-21 Day","87%,(Buy,45)","23%,(Sell,12)","63%,(Buy,32)"
"Set3","09-21 Day","STRAX",2,"09-22 Day","29%,(Sell,13)","6%,(Sell,2)","16%,(Sell,8)"
"Set3","09-21 Day","STRAX",3,"09-23 Day","58%,(Sell,18)","5%,(Wait,1)","0%,(Wait,0)"
"Set3","09-21 Day","STRAX",4,"09-24 Day","76%,(Sell,16)","6%,(Sell,3)","25%,(Sell,5)"
"Set3","09-21 Day","STRAX",5,"09-25 Day","41%,(Sell,11)","8%,(Sell,1)","20%,(Sell,4)"
"Set3","09-21 Day","STRAX",6,"09-26 Day","71%,(Sell,12)","94%,(Sell,17)","17%,(Wait,4)"
"Set3","09-21 Day","STRIKE",1,"06-18 Day","63%,(Buy,33)","63%,(Buy,31)","35%,(Sell,18)"
"Set3","09-21 Day","STRIKE",2,"06-19 Day","82%,(Buy,31)","45%,(Sell,15)","56%,(Wait,20)"
"Set3","09-21 Day","STRIKE",3,"06-20 Day","47%,(Sell,16)","43%,(Sell,10)","52%,(Sell,15)"
"Set3","09-21 Day","STRIKE",4,"06-21 Day","90%,(Sell,19)","41%,(Sell,9)","89%,(Wait,24)"
"Set3","09-21 Day","STRIKE",5,"06-22 Day","67%,(Sell,8)","43%,(Sell,12)","50%,(Sell,5)"
"Set3","09-21 Day","STRIKE",6,"06-23 Day","56%,(Sell,15)","44%,(Sell,12)","78%,(Wait,25)"
"Set3","09-21 Day","STX",1,"09-21 Day","2%,(Sell,1)","21%,(Sell,11)","12%,(Sell,6)"
"Set3","09-21 Day","STX",2,"09-22 Day","0%,(Sell,0)","4%,(Sell,2)","11%,(Sell,4)"
"Set3","09-21 Day","STX",3,"09-23 Day","0%,(Sell,0)","0%,(Sell,0)","12%,(Wait,3)"
"Set3","09-21 Day","STX",4,"09-24 Day","0%,(Sell,0)","0%,(Sell,0)","18%,(Sell,2)"
"Set3","09-21 Day","STX",5,"09-25 Day","11%,(Sell,1)","0%,(Sell,0)","3%,(Sell,1)"
"Set3","09-21 Day","STX",6,"09-26 Day","29%,(Sell,6)","5%,(Wait,1)","0%,(Sell,0)"
"Set3","09-21 Day","SUI",1,"09-21 Day","17%,(Sell,9)","17%,(Sell,9)","60%,(Buy,31)"
"Set3","09-21 Day","SUI",2,"09-22 Day","67%,(Wait,22)","24%,(Sell,12)","51%,(Wait,26)"
"Set3","09-21 Day","SUI",3,"09-23 Day","17%,(Sell,2)","12%,(Sell,5)","50%,(Sell,14)"
"Set3","09-21 Day","SUI",4,"09-24 Day","5%,(Sell,1)","48%,(Sell,13)","32%,(Sell,6)"
"Set3","09-21 Day","SUI",5,"09-25 Day","7%,(Wait,2)","20%,(Sell,2)","25%,(Wait,8)"
"Set3","09-21 Day","SUI",6,"09-26 Day","14%,(Sell,3)","14%,(Wait,4)","27%,(Sell,7)"
"Set3","09-21 Day","SXP",1,"01-20 Day","48%,(Wait,25)","65%,(Buy,34)","69%,(Buy,36)"
"Set3","09-21 Day","SXP",2,"01-21 Day","80%,(Buy,35)","84%,(Buy,38)","71%,(Buy,30)"
"Set3","09-21 Day","SXP",3,"01-22 Day","97%,(Wait,29)","85%,(Wait,28)","62%,(Wait,28)"
"Set3","09-21 Day","SXP",4,"01-23 Day","96%,(Wait,25)","83%,(Wait,24)","49%,(Sell,18)"
"Set3","09-21 Day","SXP",5,"01-24 Day","97%,(Wait,28)","92%,(Wait,24)","58%,(Sell,11)"
"Set3","09-21 Day","SXP",6,"01-25 Day","69%,(Wait,20)","85%,(Wait,23)","33%,(Sell,9)"
"Set3","09-21 Day","TAIKO",1,"09-21 Day","29%,(Sell,15)","15%,(Sell,8)","33%,(Sell,17)"
"Set3","09-21 Day","TAIKO",2,"09-22 Day","39%,(Wait,15)","21%,(Sell,10)","19%,(Sell,8)"
"Set3","09-21 Day","TAIKO",3,"09-23 Day","27%,(Sell,6)","33%,(Wait,11)","33%,(Wait,13)"
"Set3","09-21 Day","TAIKO",4,"09-24 Day","59%,(Sell,13)","64%,(Sell,16)","45%,(Wait,17)"
"Set3","09-21 Day","TAIKO",5,"09-25 Day","60%,(Sell,15)","56%,(Sell,14)","35%,(Wait,13)"
"Set3","09-21 Day","TAIKO",6,"09-26 Day","67%,(Sell,16)","43%,(Sell,10)","17%,(Sell,7)"
"Set3","09-21 Day","TFUEL",1,"09-21 Day","49%,(Wait,25)","18%,(Sell,9)","40%,(Wait,21)"
"Set3","09-21 Day","TFUEL",2,"09-22 Day","40%,(Wait,17)","20%,(Sell,8)","24%,(Sell,10)"
"Set3","09-21 Day","TFUEL",3,"09-23 Day","15%,(Wait,5)","12%,(Sell,4)","14%,(Sell,6)"
"Set3","09-21 Day","TFUEL",4,"09-24 Day","11%,(Sell,4)","30%,(Sell,6)","10%,(Wait,3)"
"Set3","09-21 Day","TFUEL",5,"09-25 Day","30%,(Wait,9)","25%,(Wait,7)","18%,(Wait,6)"
"Set3","09-21 Day","TFUEL",6,"09-26 Day","17%,(Sell,3)","29%,(Sell,2)","29%,(Sell,7)"
"Set3","09-21 Day","THETA",1,"09-21 Day","12%,(Sell,6)","25%,(Sell,13)","31%,(Sell,16)"
"Set3","09-21 Day","THETA",2,"09-22 Day","3%,(Sell,1)","7%,(Sell,3)","7%,(Wait,2)"
"Set3","09-21 Day","THETA",3,"09-23 Day","20%,(Wait,6)","6%,(Sell,2)","6%,(Sell,2)"
"Set3","09-21 Day","THETA",4,"09-24 Day","14%,(Sell,3)","25%,(Wait,8)","46%,(Sell,12)"
"Set3","09-21 Day","THETA",5,"09-25 Day","0%,(Sell,0)","8%,(Wait,2)","15%,(Sell,2)"
"Set3","09-21 Day","THETA",6,"09-26 Day","22%,(Sell,2)","9%,(Sell,1)","50%,(Sell,8)"
"Set3","09-21 Day","TON",1,"12-19 Day","75%,(Buy,39)","56%,(Wait,29)","46%,(Wait,22)"
"Set3","09-21 Day","TON",2,"12-20 Day","92%,(Buy,36)","67%,(Sell,18)","66%,(Wait,21)"
"Set3","09-21 Day","TON",3,"12-21 Day","62%,(Sell,15)","67%,(Sell,18)","83%,(Buy,34)"
"Set3","09-21 Day","TON",4,"12-22 Day","100%,(Sell,5)","85%,(Sell,17)","62%,(Sell,18)"
"Set3","09-21 Day","TON",5,"12-23 Day","92%,(Sell,11)","94%,(Sell,17)","76%,(Sell,13)"
"Set3","09-21 Day","TON",6,"12-24 Day","64%,(Sell,9)","100%,(Wait,20)","68%,(Sell,13)"
"Set3","09-21 Day","TRUE",1,"09-21 Day","33%,(Sell,17)","58%,(Buy,30)","71%,(Buy,37)"
"Set3","09-21 Day","TRUE",2,"09-22 Day","31%,(Wait,10)","40%,(Sell,12)","32%,(Wait,13)"
"Set3","09-21 Day","TRUE",3,"09-23 Day","25%,(Wait,8)","26%,(Sell,11)","17%,(Wait,4)"
"Set3","09-21 Day","TRUE",4,"09-24 Day","20%,(Wait,5)","54%,(Sell,14)","14%,(Sell,3)"
"Set3","09-21 Day","TRUE",5,"09-25 Day","15%,(Wait,5)","56%,(Sell,14)","30%,(Sell,7)"
"Set3","09-21 Day","TRUE",6,"09-26 Day","33%,(Sell,7)","83%,(Wait,20)","44%,(Sell,8)"
"Set3","09-21 Day","TRX",1,"09-21 Day","44%,(Wait,23)","24%,(Sell,12)","21%,(Sell,10)"
"Set3","09-21 Day","TRX",2,"09-22 Day","32%,(Wait,13)","11%,(Sell,4)","25%,(Wait,9)"
"Set3","09-21 Day","TRX",3,"09-23 Day","32%,(Wait,11)","5%,(Sell,2)","41%,(Sell,9)"
"Set3","09-21 Day","TRX",4,"09-24 Day","35%,(Wait,12)","15%,(Wait,4)","19%,(Sell,8)"
"Set3","09-21 Day","TRX",5,"09-25 Day","38%,(Sell,11)","33%,(Sell,8)","26%,(Wait,8)"
"Set3","09-21 Day","TRX",6,"09-26 Day","28%,(Wait,9)","18%,(Sell,3)","53%,(Sell,9)"
"Set3","09-21 Day","TT",1,"06-30 Day","62%,(Buy,31)","50%,(Wait,25)","48%,(Wait,23)"
"Set3","09-21 Day","TT",2,"07-01 Day","39%,(Wait,13)","57%,(Wait,24)","42%,(Sell,11)"
"Set3","09-21 Day","TT",3,"07-02 Day","83%,(Sell,19)","40%,(Wait,16)","27%,(Wait,8)"
"Set3","09-21 Day","TT",4,"07-03 Day","79%,(Wait,27)","32%,(Wait,12)","51%,(Sell,19)"
"Set3","09-21 Day","TT",5,"07-04 Day","77%,(Buy,30)","41%,(Wait,14)","64%,(Sell,14)"
"Set3","09-21 Day","TT",6,"07-05 Day","71%,(Sell,17)","34%,(Sell,10)","81%,(Wait,22)"
"Set3","09-21 Day","UPP",1,"11-08 Day","57%,(Wait,29)","31%,(Sell,16)","75%,(Buy,39)"
"Set3","09-21 Day","UPP",2,"11-09 Day","45%,(Wait,19)","36%,(Wait,14)","71%,(Wait,27)"
"Set3","09-21 Day","UPP",3,"11-10 Day","40%,(Wait,14)","12%,(Wait,3)","38%,(Wait,14)"
"Set3","09-21 Day","UPP",4,"11-11 Day","0%,(Wait,0)","29%,(Sell,7)","16%,(Wait,4)"
"Set3","09-21 Day","UPP",5,"11-12 Day","50%,(Sell,11)","54%,(Sell,7)","47%,(Sell,15)"
"Set3","09-21 Day","UPP",6,"11-13 Day","24%,(Wait,8)","20%,(Sell,2)","26%,(Sell,6)"
"Set3","09-21 Day","USDT",1,"09-21 Day","37%,(Sell,19)","24%,(Sell,12)","12%,(Sell,6)"
"Set3","09-21 Day","USDT",2,"09-22 Day","59%,(Wait,20)","46%,(Wait,19)","48%,(Wait,23)"
"Set3","09-21 Day","USDT",3,"09-23 Day","83%,(Wait,24)","78%,(Wait,25)","67%,(Wait,24)"
"Set3","09-21 Day","USDT",4,"09-24 Day","57%,(Wait,21)","58%,(Wait,21)","77%,(Wait,24)"
"Set3","09-21 Day","USDT",5,"09-25 Day","44%,(Sell,14)","21%,(Wait,7)","48%,(Sell,13)"
"Set3","09-21 Day","USDT",6,"09-26 Day","30%,(Sell,7)","4%,(Wait,1)","78%,(Sell,7)"
"Set3","09-21 Day","VET",1,"09-21 Day","55%,(Wait,28)","55%,(Wait,28)","44%,(Wait,21)"
"Set3","09-21 Day","VET",2,"09-22 Day","47%,(Sell,14)","17%,(Sell,7)","26%,(Wait,7)"
"Set3","09-21 Day","VET",3,"09-23 Day","40%,(Wait,14)","29%,(Wait,11)","44%,(Sell,8)"
"Set3","09-21 Day","VET",4,"09-24 Day","26%,(Wait,9)","33%,(Wait,11)","50%,(Sell,11)"
"Set3","09-21 Day","VET",5,"09-25 Day","28%,(Wait,10)","13%,(Wait,3)","44%,(Sell,11)"
"Set3","09-21 Day","VET",6,"09-26 Day","35%,(Sell,7)","33%,(Sell,9)","55%,(Sell,12)"
"Set3","09-21 Day","WAVES",1,"09-21 Day","57%,(Wait,29)","63%,(Buy,33)","60%,(Buy,30)"
"Set3","09-21 Day","WAVES",2,"09-22 Day","32%,(Wait,12)","57%,(Sell,13)","46%,(Wait,18)"
"Set3","09-21 Day","WAVES",3,"09-23 Day","34%,(Sell,10)","44%,(Sell,15)","19%,(Wait,5)"
"Set3","09-21 Day","WAVES",4,"09-24 Day","11%,(Sell,4)","35%,(Wait,11)","7%,(Sell,3)"
"Set3","09-21 Day","WAVES",5,"09-25 Day","59%,(Sell,10)","24%,(Wait,9)","11%,(Sell,4)"
"Set3","09-21 Day","WAVES",6,"09-26 Day","58%,(Sell,15)","13%,(Wait,4)","19%,(Sell,4)"
"Set3","09-21 Day","WAXP",1,"09-21 Day","33%,(Sell,17)","41%,(Wait,21)","31%,(Sell,16)"
"Set3","09-21 Day","WAXP",2,"09-22 Day","11%,(Sell,5)","78%,(Sell,18)","15%,(Wait,5)"
"Set3","09-21 Day","WAXP",3,"09-23 Day","15%,(Sell,7)","68%,(Wait,23)","7%,(Sell,3)"
"Set3","09-21 Day","WAXP",4,"09-24 Day","20%,(Wait,5)","18%,(Wait,5)","9%,(Sell,4)"
"Set3","09-21 Day","WAXP",5,"09-25 Day","13%,(Wait,3)","27%,(Wait,8)","4%,(Wait,1)"
"Set3","09-21 Day","WAXP",6,"09-26 Day","35%,(Sell,8)","48%,(Sell,12)","9%,(Wait,2)"
"Set3","09-21 Day","XEC",1,"09-21 Day","21%,(Sell,11)","25%,(Sell,13)","11%,(Sell,5)"
"Set3","09-21 Day","XEC",2,"09-22 Day","14%,(Sell,6)","2%,(Sell,1)","2%,(Sell,1)"
"Set3","09-21 Day","XEC",3,"09-23 Day","5%,(Sell,2)","3%,(Wait,1)","3%,(Sell,1)"
"Set3","09-21 Day","XEC",4,"09-24 Day","4%,(Wait,1)","11%,(Wait,3)","0%,(Sell,0)"
"Set3","09-21 Day","XEC",5,"09-25 Day","25%,(Wait,8)","21%,(Wait,7)","9%,(Sell,3)"
"Set3","09-21 Day","XEC",6,"09-26 Day","31%,(Sell,4)","15%,(Wait,4)","33%,(Sell,4)"
"Set3","09-21 Day","XEM",1,"06-18 Day","71%,(Buy,37)","71%,(Buy,37)","56%,(Wait,27)"
"Set3","09-21 Day","XEM",2,"06-19 Day","70%,(Buy,30)","71%,(Wait,27)","77%,(Wait,27)"
"Set3","09-21 Day","XEM",3,"06-20 Day","86%,(Sell,18)","68%,(Sell,19)","88%,(Buy,35)"
"Set3","09-21 Day","XEM",4,"06-21 Day","92%,(Wait,22)","94%,(Buy,30)","94%,(Buy,31)"
"Set3","09-21 Day","XEM",5,"06-22 Day","96%,(Wait,25)","100%,(Wait,26)","96%,(Wait,23)"
"Set3","09-21 Day","XEM",6,"06-23 Day","79%,(Wait,22)","86%,(Wait,24)","80%,(Sell,8)"
"Set3","09-21 Day","XLM",1,"09-21 Day","50%,(Wait,26)","23%,(Sell,12)","40%,(Wait,17)"
"Set3","09-21 Day","XLM",2,"09-22 Day","57%,(Wait,20)","28%,(Wait,11)","15%,(Sell,7)"
"Set3","09-21 Day","XLM",3,"09-23 Day","6%,(Sell,1)","10%,(Wait,3)","3%,(Sell,1)"
"Set3","09-21 Day","XLM",4,"09-24 Day","5%,(Wait,1)","5%,(Sell,2)","32%,(Sell,8)"
"Set3","09-21 Day","XLM",5,"09-25 Day","14%,(Sell,2)","7%,(Wait,2)","63%,(Sell,12)"
"Set3","09-21 Day","XLM",6,"09-26 Day","19%,(Wait,5)","30%,(Sell,7)","81%,(Sell,13)"
"Set3","09-21 Day","XRP",1,"09-21 Day","62%,(Buy,31)","45%,(Wait,21)","46%,(Wait,24)"
"Set3","09-21 Day","XRP",2,"09-22 Day","54%,(Sell,13)","48%,(Wait,20)","30%,(Wait,11)"
"Set3","09-21 Day","XRP",3,"09-23 Day","63%,(Sell,19)","48%,(Wait,19)","67%,(Wait,22)"
"Set3","09-21 Day","XRP",4,"09-24 Day","58%,(Sell,14)","23%,(Wait,7)","62%,(Sell,13)"
"Set3","09-21 Day","XRP",5,"09-25 Day","46%,(Sell,13)","27%,(Sell,4)","59%,(Sell,16)"
"Set3","09-21 Day","XRP",6,"09-26 Day","35%,(Wait,11)","56%,(Wait,20)","56%,(Sell,14)"
"Set3","09-21 Day","XTZ",1,"09-21 Day","16%,(Sell,8)","23%,(Sell,12)","21%,(Sell,11)"
"Set3","09-21 Day","XTZ",2,"09-22 Day","11%,(Sell,4)","39%,(Sell,11)","8%,(Sell,4)"
"Set3","09-21 Day","XTZ",3,"09-23 Day","6%,(Sell,2)","30%,(Sell,13)","7%,(Wait,2)"
"Set3","09-21 Day","XTZ",4,"09-24 Day","61%,(Sell,11)","36%,(Sell,10)","16%,(Sell,3)"
"Set3","09-21 Day","XTZ",5,"09-25 Day","54%,(Sell,13)","43%,(Sell,6)","24%,(Sell,4)"
"Set3","09-21 Day","XTZ",6,"09-26 Day","44%,(Sell,4)","58%,(Sell,14)","38%,(Wait,12)"
"Set3","09-21 Day","ZETA",1,"09-21 Day","27%,(Sell,14)","33%,(Sell,17)","27%,(Sell,14)"
"Set3","09-21 Day","ZETA",2,"09-22 Day","51%,(Wait,24)","71%,(Buy,36)","57%,(Sell,16)"
"Set3","09-21 Day","ZETA",3,"09-23 Day","52%,(Sell,17)","74%,(Wait,29)","62%,(Sell,16)"
"Set3","09-21 Day","ZETA",4,"09-24 Day","22%,(Wait,6)","41%,(Sell,7)","48%,(Sell,14)"
"Set3","09-21 Day","ZETA",5,"09-25 Day","0%,(Wait,0)","0%,(Sell,0)","6%,(Sell,1)"
"Set3","09-21 Day","ZETA",6,"09-26 Day","22%,(Sell,4)","5%,(Sell,1)","11%,(Sell,2)"
"Set3","09-21 Day","ZIL",1,"09-21 Day","31%,(Wait,13)","20%,(Sell,10)","36%,(Wait,16)"
"Set3","09-21 Day","ZIL",2,"09-22 Day","7%,(Sell,3)","6%,(Sell,3)","5%,(Sell,2)"
"Set3","09-21 Day","ZIL",3,"09-23 Day","0%,(Sell,0)","8%,(Sell,3)","3%,(Sell,1)"
"Set3","09-21 Day","ZIL",4,"09-24 Day","11%,(Sell,2)","0%,(Wait,0)","5%,(Wait,1)"
"Set3","09-21 Day","ZIL",5,"09-25 Day","17%,(Sell,3)","0%,(Sell,0)","0%,(Sell,0)"
"Set3","09-21 Day","ZIL",6,"09-26 Day","20%,(Sell,2)","0%,(Sell,0)","20%,(Sell,4)"
