"GRP","pred_day","coin","SEQ","date","close_up","high_up","low_up"
"Set3","09-21 Day","HIFI",1,"05-12 Day","85%,(Buy,44)","65%,(Buy,34)","71%,(Buy,37)"
"Set3","09-21 Day","HIFI",2,"05-13 Day","89%,(Buy,40)","42%,(Sell,13)","67%,(Wait,26)"
"Set3","09-21 Day","HIFI",3,"05-14 Day","88%,(Buy,30)","65%,(Sell,13)","78%,(Wait,28)"
"Set3","09-21 Day","HIFI",4,"05-15 Day","88%,(Sell,15)","62%,(Sell,10)","87%,(Buy,34)"
"Set3","09-21 Day","HIFI",5,"05-16 Day","68%,(Wait,26)","53%,(Sell,8)","94%,(Buy,32)"
"Set3","09-21 Day","HIFI",6,"05-17 Day","58%,(Sell,18)","63%,(Sell,19)","77%,(Sell,17)"
"Set3","09-21 Day","HIVE",1,"09-21 Day","40%,(Wait,21)","58%,(Wait,28)","16%,(Sell,8)"
"Set3","09-21 Day","HIVE",2,"09-22 Day","13%,(Sell,7)","59%,(Sell,19)","5%,(Sell,2)"
"Set3","09-21 Day","HIVE",3,"09-23 Day","8%,(Sell,4)","55%,(Sell,12)","5%,(Sell,2)"
"Set3","09-21 Day","HIVE",4,"09-24 Day","8%,(Sell,3)","79%,(Sell,15)","3%,(Sell,1)"
"Set3","09-21 Day","HIVE",5,"09-25 Day","11%,(Wait,3)","55%,(Sell,12)","9%,(Sell,3)"
"Set3","09-21 Day","HIVE",6,"09-26 Day","25%,(Sell,3)","44%,(Sell,7)","14%,(Sell,3)"
"Set3","09-21 Day","HPO",1,"05-08 Day","73%,(Buy,38)","42%,(Wait,21)","75%,(Buy,39)"
"Set3","09-21 Day","HPO",2,"05-09 Day","76%,(Wait,29)","67%,(Wait,29)","100%,(Buy,35)"
"Set3","09-21 Day","HPO",3,"05-10 Day","92%,(Wait,24)","89%,(Buy,31)","89%,(Buy,39)"
"Set3","09-21 Day","HPO",4,"05-11 Day","71%,(Wait,22)","79%,(Wait,22)","79%,(Wait,23)"
"Set3","09-21 Day","HPO",5,"05-12 Day","78%,(Wait,28)","100%,(Sell,8)","74%,(Wait,20)"
"Set3","09-21 Day","HPO",6,"05-13 Day","73%,(Wait,22)","76%,(Sell,16)","100%,(Wait,24)"
"Set3","09-21 Day","HUNT",1,"09-21 Day","38%,(Wait,20)","37%,(Sell,19)","31%,(Sell,16)"
"Set3","09-21 Day","HUNT",2,"09-22 Day","20%,(Sell,9)","28%,(Wait,11)","7%,(Sell,3)"
"Set3","09-21 Day","HUNT",3,"09-23 Day","29%,(Wait,9)","20%,(Sell,9)","9%,(Sell,4)"
"Set3","09-21 Day","HUNT",4,"09-24 Day","28%,(Wait,9)","39%,(Sell,9)","3%,(Sell,1)"
"Set3","09-21 Day","HUNT",5,"09-25 Day","34%,(Wait,13)","41%,(Sell,7)","13%,(Wait,4)"
"Set3","09-21 Day","HUNT",6,"09-26 Day","57%,(Sell,16)","85%,(Wait,23)","57%,(Sell,13)"
"Set3","09-21 Day","ICX",1,"09-21 Day","55%,(Wait,28)","33%,(Sell,15)","81%,(Buy,39)"
"Set3","09-21 Day","ICX",2,"09-22 Day","50%,(Sell,16)","33%,(Sell,16)","62%,(Sell,15)"
"Set3","09-21 Day","ICX",3,"09-23 Day","51%,(Sell,19)","43%,(Sell,9)","44%,(Sell,7)"
"Set3","09-21 Day","ICX",4,"09-24 Day","64%,(Sell,18)","38%,(Wait,13)","50%,(Sell,15)"
"Set3","09-21 Day","ICX",5,"09-25 Day","77%,(Wait,23)","36%,(Wait,14)","70%,(Wait,21)"
"Set3","09-21 Day","ICX",6,"09-26 Day","55%,(Sell,16)","59%,(Sell,13)","86%,(Buy,30)"
"Set3","09-21 Day","ID",1,"09-21 Day","23%,(Sell,12)","21%,(Sell,11)","25%,(Sell,13)"
"Set3","09-21 Day","ID",2,"09-22 Day","20%,(Sell,8)","34%,(Wait,14)","16%,(Sell,7)"
"Set3","09-21 Day","ID",3,"09-23 Day","27%,(Sell,12)","48%,(Wait,21)","22%,(Sell,11)"
"Set3","09-21 Day","ID",4,"09-24 Day","24%,(Sell,12)","34%,(Wait,12)","22%,(Sell,9)"
"Set3","09-21 Day","ID",5,"09-25 Day","26%,(Sell,13)","40%,(Wait,17)","33%,(Sell,15)"
"Set3","09-21 Day","ID",6,"09-26 Day","12%,(Sell,5)","14%,(Wait,4)","32%,(Wait,13)"
"Set3","09-21 Day","IMX",1,"09-21 Day","35%,(Sell,18)","37%,(Sell,19)","35%,(Sell,18)"
"Set3","09-21 Day","IMX",2,"09-22 Day","12%,(Sell,6)","18%,(Sell,7)","36%,(Wait,14)"
"Set3","09-21 Day","IMX",3,"09-23 Day","5%,(Sell,1)","33%,(Sell,6)","37%,(Sell,11)"
"Set3","09-21 Day","IMX",4,"09-24 Day","12%,(Wait,3)","20%,(Wait,5)","25%,(Wait,7)"
"Set3","09-21 Day","IMX",5,"09-25 Day","9%,(Wait,3)","47%,(Sell,8)","46%,(Sell,12)"
"Set3","09-21 Day","IMX",6,"09-26 Day","12%,(Sell,2)","37%,(Sell,7)","56%,(Sell,9)"
"Set3","09-21 Day","IOST",1,"09-21 Day","47%,(Wait,23)","57%,(Wait,29)","71%,(Buy,36)"
"Set3","09-21 Day","IOST",2,"09-22 Day","47%,(Sell,14)","37%,(Wait,14)","43%,(Wait,15)"
"Set3","09-21 Day","IOST",3,"09-23 Day","36%,(Sell,9)","48%,(Sell,16)","35%,(Wait,11)"
"Set3","09-21 Day","IOST",4,"09-24 Day","45%,(Sell,15)","33%,(Sell,4)","30%,(Wait,9)"
"Set3","09-21 Day","IOST",5,"09-25 Day","30%,(Wait,10)","38%,(Wait,12)","24%,(Sell,6)"
"Set3","09-21 Day","IOST",6,"09-26 Day","36%,(Sell,9)","47%,(Sell,17)","48%,(Sell,12)"
"Set3","09-21 Day","IOTA",1,"09-21 Day","25%,(Sell,12)","25%,(Sell,13)","10%,(Sell,5)"
"Set3","09-21 Day","IOTA",2,"09-22 Day","18%,(Wait,6)","19%,(Wait,6)","8%,(Wait,2)"
"Set3","09-21 Day","IOTA",3,"09-23 Day","19%,(Wait,7)","7%,(Wait,2)","19%,(Sell,4)"
"Set3","09-21 Day","IOTA",4,"09-24 Day","14%,(Wait,4)","0%,(Wait,0)","0%,(Wait,0)"
"Set3","09-21 Day","IOTA",5,"09-25 Day","8%,(Sell,1)","0%,(Wait,0)","13%,(Sell,2)"
"Set3","09-21 Day","IOTA",6,"09-26 Day","63%,(Sell,12)","0%,(Sell,0)","100%,(Sell,3)"
"Set3","09-21 Day","IQ",1,"09-21 Day","19%,(Sell,8)","33%,(Sell,16)","32%,(Sell,14)"
"Set3","09-21 Day","IQ",2,"09-22 Day","12%,(Sell,5)","50%,(Wait,21)","44%,(Wait,19)"
"Set3","09-21 Day","IQ",3,"09-23 Day","37%,(Sell,11)","72%,(Sell,18)","37%,(Sell,10)"
"Set3","09-21 Day","IQ",4,"09-24 Day","58%,(Sell,14)","79%,(Sell,15)","30%,(Sell,6)"
"Set3","09-21 Day","IQ",5,"09-25 Day","100%,(Sell,7)","86%,(Sell,18)","61%,(Sell,11)"
"Set3","09-21 Day","IQ",6,"09-26 Day","100%,(Sell,19)","95%,(Wait,21)","94%,(Sell,16)"
"Set3","09-21 Day","JST",1,"09-21 Day","40%,(Wait,21)","50%,(Wait,25)","69%,(Buy,34)"
"Set3","09-21 Day","JST",2,"09-22 Day","30%,(Wait,11)","53%,(Sell,16)","43%,(Wait,15)"
"Set3","09-21 Day","JST",3,"09-23 Day","56%,(Sell,14)","24%,(Sell,6)","52%,(Sell,12)"
"Set3","09-21 Day","JST",4,"09-24 Day","67%,(Sell,10)","24%,(Sell,4)","57%,(Sell,16)"
"Set3","09-21 Day","JST",5,"09-25 Day","61%,(Wait,22)","39%,(Sell,7)","37%,(Sell,11)"
"Set3","09-21 Day","JST",6,"09-26 Day","42%,(Sell,11)","52%,(Sell,11)","39%,(Sell,11)"
"Set3","09-21 Day","JUP",1,"09-21 Day","15%,(Sell,8)","37%,(Sell,19)","31%,(Sell,16)"
"Set3","09-21 Day","JUP",2,"09-22 Day","33%,(Sell,15)","27%,(Sell,13)","27%,(Sell,14)"
"Set3","09-21 Day","JUP",3,"09-23 Day","43%,(Wait,16)","50%,(Wait,24)","20%,(Sell,8)"
"Set3","09-21 Day","JUP",4,"09-24 Day","40%,(Sell,12)","56%,(Sell,19)","25%,(Sell,10)"
"Set3","09-21 Day","JUP",5,"09-25 Day","46%,(Wait,17)","34%,(Wait,11)","24%,(Wait,9)"
"Set3","09-21 Day","JUP",6,"09-26 Day","34%,(Sell,10)","19%,(Wait,5)","27%,(Wait,9)"
"Set3","09-21 Day","KAVA",1,"09-21 Day","51%,(Wait,26)","21%,(Sell,11)","25%,(Sell,13)"
"Set3","09-21 Day","KAVA",2,"09-22 Day","8%,(Sell,3)","8%,(Sell,3)","15%,(Sell,7)"
"Set3","09-21 Day","KAVA",3,"09-23 Day","0%,(Sell,0)","12%,(Wait,4)","5%,(Sell,2)"
"Set3","09-21 Day","KAVA",4,"09-24 Day","3%,(Sell,1)","13%,(Sell,5)","15%,(Wait,5)"
"Set3","09-21 Day","KAVA",5,"09-25 Day","5%,(Sell,1)","15%,(Wait,5)","13%,(Wait,4)"
"Set3","09-21 Day","KAVA",6,"09-26 Day","9%,(Wait,2)","29%,(Sell,4)","35%,(Sell,7)"
"Set3","09-21 Day","KNC",1,"09-21 Day","21%,(Sell,10)","51%,(Wait,23)","50%,(Wait,26)"
"Set3","09-21 Day","KNC",2,"09-22 Day","2%,(Sell,1)","59%,(Wait,23)","7%,(Sell,3)"
"Set3","09-21 Day","KNC",3,"09-23 Day","8%,(Sell,3)","27%,(Sell,7)","2%,(Sell,1)"
"Set3","09-21 Day","KNC",4,"09-24 Day","14%,(Wait,4)","45%,(Sell,15)","10%,(Wait,3)"
"Set3","09-21 Day","KNC",5,"09-25 Day","23%,(Wait,6)","44%,(Sell,8)","5%,(Sell,2)"
"Set3","09-21 Day","KNC",6,"09-26 Day","12%,(Wait,3)","50%,(Sell,10)","5%,(Wait,1)"
"Set3","09-21 Day","LINK",1,"09-21 Day","46%,(Wait,24)","35%,(Sell,18)","38%,(Wait,20)"
"Set3","09-21 Day","LINK",2,"09-22 Day","46%,(Sell,16)","36%,(Wait,16)","34%,(Sell,16)"
"Set3","09-21 Day","LINK",3,"09-23 Day","41%,(Sell,11)","55%,(Sell,12)","33%,(Wait,14)"
"Set3","09-21 Day","LINK",4,"09-24 Day","11%,(Wait,3)","29%,(Sell,7)","8%,(Wait,2)"
"Set3","09-21 Day","LINK",5,"09-25 Day","6%,(Sell,2)","14%,(Sell,6)","15%,(Wait,4)"
"Set3","09-21 Day","LINK",6,"09-26 Day","24%,(Sell,6)","6%,(Sell,2)","16%,(Wait,4)"
"Set3","09-21 Day","LOOM",1,"05-07 Day","92%,(Buy,48)","63%,(Buy,33)","98%,(Buy,51)"
"Set3","09-21 Day","LOOM",2,"05-08 Day","74%,(Buy,31)","72%,(Buy,34)","100%,(Buy,43)"
"Set3","09-21 Day","LOOM",3,"05-09 Day","68%,(Wait,21)","59%,(Wait,26)","100%,(Buy,35)"
"Set3","09-21 Day","LOOM",4,"05-10 Day","100%,(Sell,16)","39%,(Sell,12)","100%,(Wait,27)"
"Set3","09-21 Day","LOOM",5,"05-11 Day","73%,(Sell,19)","59%,(Sell,16)","97%,(Buy,37)"
"Set3","09-21 Day","LOOM",6,"05-12 Day","92%,(Wait,22)","82%,(Sell,9)","100%,(Sell,18)"
"Set3","09-21 Day","LSK",1,"09-21 Day","41%,(Wait,16)","16%,(Sell,8)","29%,(Sell,15)"
"Set3","09-21 Day","LSK",2,"09-22 Day","27%,(Sell,12)","16%,(Wait,5)","16%,(Sell,8)"
"Set3","09-21 Day","LSK",3,"09-23 Day","52%,(Wait,22)","3%,(Sell,1)","25%,(Wait,9)"
"Set3","09-21 Day","LSK",4,"09-24 Day","0%,(Sell,0)","34%,(Wait,13)","12%,(Wait,4)"
"Set3","09-21 Day","LSK",5,"09-25 Day","5%,(Sell,2)","14%,(Wait,4)","12%,(Sell,4)"
"Set3","09-21 Day","LSK",6,"09-26 Day","21%,(Sell,4)","24%,(Sell,4)","19%,(Sell,4)"
"Set3","09-21 Day","MANA",1,"09-21 Day","13%,(Sell,7)","10%,(Sell,5)","16%,(Sell,8)"
"Set3","09-21 Day","MANA",2,"09-22 Day","12%,(Sell,5)","10%,(Sell,4)","0%,(Sell,0)"
"Set3","09-21 Day","MANA",3,"09-23 Day","14%,(Sell,5)","5%,(Sell,2)","2%,(Sell,1)"
"Set3","09-21 Day","MANA",4,"09-24 Day","23%,(Wait,6)","7%,(Wait,2)","5%,(Sell,2)"
"Set3","09-21 Day","MANA",5,"09-25 Day","4%,(Wait,1)","3%,(Sell,1)","8%,(Sell,3)"
"Set3","09-21 Day","MANA",6,"09-26 Day","3%,(Sell,1)","0%,(Sell,0)","3%,(Sell,1)"
"Set3","09-21 Day","MASK",1,"09-21 Day","35%,(Sell,18)","50%,(Wait,26)","60%,(Buy,31)"
"Set3","09-21 Day","MASK",2,"09-22 Day","54%,(Wait,20)","51%,(Sell,18)","38%,(Wait,12)"
"Set3","09-21 Day","MASK",3,"09-23 Day","79%,(Wait,22)","48%,(Sell,14)","60%,(Wait,21)"
"Set3","09-21 Day","MASK",4,"09-24 Day","70%,(Sell,19)","35%,(Sell,8)","62%,(Sell,13)"
"Set3","09-21 Day","MASK",5,"09-25 Day","85%,(Wait,22)","55%,(Sell,11)","69%,(Wait,22)"
"Set3","09-21 Day","MASK",6,"09-26 Day","68%,(Sell,13)","62%,(Sell,16)","85%,(Wait,22)"
"Set3","09-21 Day","MATIC",1,"09-05 Day","35%,(Sell,18)","48%,(Wait,25)","62%,(Buy,31)"
"Set3","09-21 Day","MATIC",2,"09-06 Day","59%,(Sell,19)","31%,(Wait,12)","71%,(Buy,32)"
"Set3","09-21 Day","MATIC",3,"09-07 Day","33%,(Wait,11)","34%,(Wait,13)","65%,(Wait,20)"
"Set3","09-21 Day","MATIC",4,"09-08 Day","47%,(Sell,16)","41%,(Sell,13)","68%,(Sell,15)"
"Set3","09-21 Day","MATIC",5,"09-09 Day","61%,(Wait,20)","72%,(Wait,23)","80%,(Wait,24)"
"Set3","09-21 Day","MATIC",6,"09-10 Day","39%,(Sell,11)","66%,(Wait,21)","70%,(Sell,19)"
"Set3","09-21 Day","MBL",1,"09-21 Day","46%,(Wait,24)","74%,(Buy,35)","33%,(Sell,16)"
"Set3","09-21 Day","MBL",2,"09-22 Day","39%,(Wait,13)","63%,(Wait,22)","33%,(Wait,14)"
"Set3","09-21 Day","MBL",3,"09-23 Day","40%,(Sell,10)","58%,(Sell,14)","23%,(Wait,7)"
"Set3","09-21 Day","MBL",4,"09-24 Day","11%,(Sell,4)","26%,(Wait,7)","21%,(Sell,5)"
"Set3","09-21 Day","MBL",5,"09-25 Day","5%,(Wait,1)","17%,(Wait,4)","10%,(Sell,2)"
"Set3","09-21 Day","MBL",6,"09-26 Day","9%,(Sell,1)","10%,(Wait,3)","38%,(Sell,5)"
"Set3","09-21 Day","MED",1,"09-21 Day","34%,(Sell,16)","27%,(Sell,14)","29%,(Sell,14)"
"Set3","09-21 Day","MED",2,"09-22 Day","40%,(Wait,16)","15%,(Sell,6)","5%,(Sell,2)"
"Set3","09-21 Day","MED",3,"09-23 Day","75%,(Sell,12)","40%,(Wait,14)","5%,(Sell,2)"
"Set3","09-21 Day","MED",4,"09-24 Day","67%,(Sell,18)","12%,(Sell,2)","26%,(Sell,6)"
"Set3","09-21 Day","MED",5,"09-25 Day","52%,(Sell,17)","37%,(Sell,7)","53%,(Sell,8)"
"Set3","09-21 Day","MED",6,"09-26 Day","54%,(Sell,13)","54%,(Sell,13)","62%,(Sell,10)"
"Set3","09-21 Day","META",1,"09-21 Day","64%,(Buy,30)","35%,(Sell,18)","67%,(Buy,35)"
"Set3","09-21 Day","META",2,"09-22 Day","41%,(Sell,13)","9%,(Sell,4)","21%,(Sell,10)"
"Set3","09-21 Day","META",3,"09-23 Day","50%,(Wait,21)","8%,(Sell,3)","20%,(Sell,8)"
"Set3","09-21 Day","META",4,"09-24 Day","28%,(Wait,10)","7%,(Wait,2)","4%,(Wait,1)"
"Set3","09-21 Day","META",5,"09-25 Day","13%,(Sell,5)","11%,(Wait,3)","8%,(Sell,1)"
"Set3","09-21 Day","META",6,"09-26 Day","16%,(Wait,4)","15%,(Wait,5)","14%,(Sell,2)"
"Set3","09-21 Day","MINA",1,"09-21 Day","52%,(Wait,27)","21%,(Sell,11)","57%,(Wait,29)"
"Set3","09-21 Day","MINA",2,"09-22 Day","33%,(Wait,14)","26%,(Sell,12)","67%,(Buy,31)"
"Set3","09-21 Day","MINA",3,"09-23 Day","38%,(Wait,13)","20%,(Sell,8)","68%,(Wait,27)"
"Set3","09-21 Day","MINA",4,"09-24 Day","27%,(Wait,9)","9%,(Wait,3)","48%,(Sell,12)"
"Set3","09-21 Day","MINA",5,"09-25 Day","45%,(Sell,9)","8%,(Wait,2)","85%,(Sell,17)"
"Set3","09-21 Day","MINA",6,"09-26 Day","73%,(Sell,11)","25%,(Sell,3)","71%,(Wait,20)"
"Set3","09-21 Day","MLK",1,"09-21 Day","37%,(Sell,19)","41%,(Wait,21)","22%,(Sell,11)"
"Set3","09-21 Day","MLK",2,"09-22 Day","5%,(Sell,2)","31%,(Wait,11)","17%,(Wait,6)"
"Set3","09-21 Day","MLK",3,"09-23 Day","3%,(Sell,1)","22%,(Wait,6)","12%,(Sell,5)"
"Set3","09-21 Day","MLK",4,"09-24 Day","3%,(Wait,1)","28%,(Sell,7)","2%,(Sell,1)"
"Set3","09-21 Day","MLK",5,"09-25 Day","14%,(Wait,4)","16%,(Wait,5)","9%,(Wait,2)"
"Set3","09-21 Day","MLK",6,"09-26 Day","30%,(Sell,8)","23%,(Sell,5)","15%,(Sell,3)"
"Set3","09-21 Day","MNT",1,"09-21 Day","38%,(Wait,20)","23%,(Sell,12)","37%,(Sell,19)"
"Set3","09-21 Day","MNT",2,"09-22 Day","33%,(Wait,13)","22%,(Sell,10)","42%,(Wait,21)"
"Set3","09-21 Day","MNT",3,"09-23 Day","43%,(Sell,10)","31%,(Wait,11)","31%,(Wait,9)"
"Set3","09-21 Day","MNT",4,"09-24 Day","67%,(Sell,18)","37%,(Sell,10)","44%,(Sell,14)"
"Set3","09-21 Day","MNT",5,"09-25 Day","86%,(Sell,19)","36%,(Sell,8)","47%,(Sell,14)"
"Set3","09-21 Day","MNT",6,"09-26 Day","57%,(Sell,13)","23%,(Wait,7)","55%,(Sell,16)"
"Set3","09-21 Day","MOC",1,"09-21 Day","50%,(Wait,26)","40%,(Wait,21)","50%,(Wait,23)"
"Set3","09-21 Day","MOC",2,"09-22 Day","40%,(Wait,14)","8%,(Sell,3)","23%,(Wait,7)"
"Set3","09-21 Day","MOC",3,"09-23 Day","16%,(Sell,6)","20%,(Sell,9)","11%,(Wait,3)"
"Set3","09-21 Day","MOC",4,"09-24 Day","30%,(Sell,7)","29%,(Wait,10)","0%,(Wait,0)"
"Set3","09-21 Day","MOC",5,"09-25 Day","33%,(Sell,8)","29%,(Sell,5)","0%,(Wait,0)"
"Set3","09-21 Day","MOC",6,"09-26 Day","48%,(Sell,11)","33%,(Sell,9)","9%,(Wait,2)"
"Set3","09-21 Day","MTL",1,"09-21 Day","31%,(Sell,15)","33%,(Sell,17)","15%,(Sell,8)"
"Set3","09-21 Day","MTL",2,"09-22 Day","31%,(Wait,13)","18%,(Sell,7)","8%,(Wait,2)"
"Set3","09-21 Day","MTL",3,"09-23 Day","9%,(Sell,3)","27%,(Sell,12)","23%,(Sell,10)"
"Set3","09-21 Day","MTL",4,"09-24 Day","13%,(Wait,3)","55%,(Wait,23)","2%,(Sell,1)"
"Set3","09-21 Day","MTL",5,"09-25 Day","23%,(Wait,7)","53%,(Sell,10)","7%,(Wait,2)"
"Set3","09-21 Day","MTL",6,"09-26 Day","33%,(Sell,4)","36%,(Wait,12)","33%,(Sell,5)"
"Set3","09-21 Day","MVL",1,"09-21 Day","42%,(Wait,21)","40%,(Wait,20)","18%,(Sell,9)"
"Set3","09-21 Day","MVL",2,"09-22 Day","23%,(Wait,7)","39%,(Sell,11)","46%,(Sell,13)"
"Set3","09-21 Day","MVL",3,"09-23 Day","77%,(Wait,23)","21%,(Wait,6)","7%,(Wait,2)"
"Set3","09-21 Day","MVL",4,"09-24 Day","81%,(Wait,22)","25%,(Wait,7)","48%,(Sell,15)"
"Set3","09-21 Day","MVL",5,"09-25 Day","52%,(Sell,16)","36%,(Sell,8)","71%,(Wait,24)"
"Set3","09-21 Day","MVL",6,"09-26 Day","54%,(Sell,15)","70%,(Sell,7)","82%,(Sell,18)"
"Set3","09-21 Day","NEAR",1,"09-21 Day","23%,(Sell,12)","29%,(Sell,15)","12%,(Sell,6)"
"Set3","09-21 Day","NEAR",2,"09-22 Day","18%,(Sell,8)","8%,(Sell,3)","9%,(Sell,4)"
"Set3","09-21 Day","NEAR",3,"09-23 Day","31%,(Wait,11)","12%,(Wait,3)","7%,(Sell,3)"
"Set3","09-21 Day","NEAR",4,"09-24 Day","0%,(Sell,0)","0%,(Sell,0)","0%,(Sell,0)"
"Set3","09-21 Day","NEAR",5,"09-25 Day","0%,(Sell,0)","0%,(Sell,0)","3%,(Sell,1)"
"Set3","09-21 Day","NEAR",6,"09-26 Day","0%,(Wait,0)","0%,(Sell,0)","0%,(Wait,0)"
"Set3","09-21 Day","NEO",1,"09-21 Day","35%,(Sell,18)","23%,(Sell,12)","29%,(Sell,15)"
"Set3","09-21 Day","NEO",2,"09-22 Day","11%,(Sell,4)","6%,(Sell,2)","13%,(Wait,4)"
"Set3","09-21 Day","NEO",3,"09-23 Day","37%,(Sell,10)","0%,(Sell,0)","17%,(Wait,5)"
"Set3","09-21 Day","NEO",4,"09-24 Day","3%,(Sell,1)","0%,(Wait,0)","3%,(Wait,1)"
"Set3","09-21 Day","NEO",5,"09-25 Day","19%,(Sell,4)","9%,(Wait,3)","21%,(Wait,6)"
"Set3","09-21 Day","NEO",6,"09-26 Day","30%,(Sell,6)","47%,(Sell,9)","44%,(Sell,7)"
"Set3","09-21 Day","ONDO",1,"09-21 Day","46%,(Wait,24)","67%,(Buy,35)","40%,(Wait,21)"
"Set3","09-21 Day","ONDO",2,"09-22 Day","51%,(Wait,21)","56%,(Wait,25)","39%,(Wait,15)"
"Set3","09-21 Day","ONDO",3,"09-23 Day","41%,(Wait,18)","37%,(Wait,14)","29%,(Wait,10)"
"Set3","09-21 Day","ONDO",4,"09-24 Day","26%,(Wait,7)","19%,(Wait,6)","23%,(Sell,5)"
"Set3","09-21 Day","ONDO",5,"09-25 Day","9%,(Sell,3)","8%,(Sell,3)","0%,(Sell,0)"
"Set3","09-21 Day","ONDO",6,"09-26 Day","10%,(Sell,4)","6%,(Sell,2)","4%,(Wait,1)"
"Set3","09-21 Day","ONG",1,"09-21 Day","67%,(Buy,34)","40%,(Wait,21)","75%,(Buy,39)"
"Set3","09-21 Day","ONG",2,"09-22 Day","56%,(Wait,22)","38%,(Wait,15)","58%,(Sell,15)"
"Set3","09-21 Day","ONG",3,"09-23 Day","50%,(Wait,21)","12%,(Wait,4)","33%,(Sell,7)"
"Set3","09-21 Day","ONG",4,"09-24 Day","25%,(Wait,8)","34%,(Wait,12)","64%,(Sell,16)"
"Set3","09-21 Day","ONG",5,"09-25 Day","5%,(Wait,1)","0%,(Wait,0)","7%,(Sell,1)"
"Set3","09-21 Day","ONG",6,"09-26 Day","35%,(Sell,8)","14%,(Sell,3)","29%,(Sell,4)"
"Set3","09-21 Day","ONT",1,"09-21 Day","29%,(Sell,15)","18%,(Sell,9)","35%,(Sell,17)"
"Set3","09-21 Day","ONT",2,"09-22 Day","59%,(Sell,17)","21%,(Sell,8)","51%,(Wait,20)"
"Set3","09-21 Day","ONT",3,"09-23 Day","41%,(Sell,13)","58%,(Sell,19)","57%,(Sell,17)"
"Set3","09-21 Day","ONT",4,"09-24 Day","35%,(Sell,7)","40%,(Sell,12)","48%,(Sell,13)"
"Set3","09-21 Day","ONT",5,"09-25 Day","8%,(Sell,1)","33%,(Sell,7)","59%,(Sell,13)"
"Set3","09-21 Day","ONT",6,"09-26 Day","0%,(Wait,0)","23%,(Sell,5)","78%,(Sell,18)"
"Set3","09-21 Day","ORBS",1,"09-21 Day","32%,(Sell,16)","53%,(Wait,27)","13%,(Sell,7)"
"Set3","09-21 Day","ORBS",2,"09-22 Day","10%,(Sell,4)","34%,(Wait,15)","12%,(Sell,5)"
"Set3","09-21 Day","ORBS",3,"09-23 Day","14%,(Sell,6)","46%,(Sell,12)","0%,(Sell,0)"
"Set3","09-21 Day","ORBS",4,"09-24 Day","11%,(Wait,3)","26%,(Wait,8)","10%,(Wait,3)"
"Set3","09-21 Day","ORBS",5,"09-25 Day","17%,(Sell,4)","17%,(Sell,6)","12%,(Wait,3)"
"Set3","09-21 Day","ORBS",6,"09-26 Day","22%,(Sell,5)","7%,(Wait,2)","7%,(Sell,1)"
"Set3","09-21 Day","POLYX",1,"09-21 Day","33%,(Sell,17)","20%,(Sell,9)","44%,(Wait,22)"
"Set3","09-21 Day","POLYX",2,"09-22 Day","7%,(Sell,3)","60%,(Wait,25)","12%,(Sell,4)"
"Set3","09-21 Day","POLYX",3,"09-23 Day","4%,(Sell,2)","45%,(Sell,9)","4%,(Sell,2)"
"Set3","09-21 Day","POLYX",4,"09-24 Day","7%,(Wait,2)","40%,(Sell,4)","5%,(Sell,2)"
"Set3","09-21 Day","POLYX",5,"09-25 Day","19%,(Wait,5)","67%,(Sell,12)","3%,(Wait,1)"
"Set3","09-21 Day","POLYX",6,"09-26 Day","17%,(Sell,3)","60%,(Sell,15)","12%,(Wait,3)"
"Set3","09-21 Day","POWR",1,"09-21 Day","41%,(Wait,20)","50%,(Wait,26)","37%,(Sell,19)"
"Set3","09-21 Day","POWR",2,"09-22 Day","45%,(Wait,18)","13%,(Sell,2)","8%,(Wait,2)"
"Set3","09-21 Day","POWR",3,"09-23 Day","50%,(Sell,19)","21%,(Wait,6)","27%,(Wait,9)"
"Set3","09-21 Day","POWR",4,"09-24 Day","7%,(Wait,2)","11%,(Sell,2)","39%,(Wait,13)"
"Set3","09-21 Day","POWR",5,"09-25 Day","4%,(Wait,1)","46%,(Sell,11)","36%,(Sell,9)"
"Set3","09-21 Day","POWR",6,"09-26 Day","14%,(Sell,2)","50%,(Sell,2)","50%,(Sell,8)"
"Set3","09-21 Day","PUNDIX",1,"09-21 Day","30%,(Sell,14)","35%,(Wait,11)","31%,(Sell,14)"
"Set3","09-21 Day","PUNDIX",2,"09-22 Day","13%,(Sell,5)","59%,(Sell,16)","20%,(Sell,4)"
"Set3","09-21 Day","PUNDIX",3,"09-23 Day","25%,(Sell,4)","92%,(Sell,12)","16%,(Sell,3)"
"Set3","09-21 Day","PUNDIX",4,"09-24 Day","57%,(Sell,12)","42%,(Sell,5)","0%,(Wait,0)"
"Set3","09-21 Day","PUNDIX",5,"09-25 Day","20%,(Sell,4)","14%,(Sell,3)","4%,(Wait,1)"
"Set3","09-21 Day","PUNDIX",6,"09-26 Day","6%,(Sell,2)","67%,(Sell,12)","11%,(Sell,2)"
"Set3","09-21 Day","PYTH",1,"09-21 Day","38%,(Wait,20)","31%,(Sell,16)","19%,(Sell,10)"
"Set3","09-21 Day","PYTH",2,"09-22 Day","33%,(Wait,14)","32%,(Wait,10)","8%,(Sell,3)"
"Set3","09-21 Day","PYTH",3,"09-23 Day","54%,(Wait,21)","43%,(Wait,15)","12%,(Wait,3)"
